COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,COD_SPRO,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201220003632,M,Not sure,Ninguno,Other occupation,Retired,Stratum 3,Level 3,Three,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,IE SAN ANDRES,PUBLIC,ACADEMIC,68,53,53,62,59,EK201830117399,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,MECHANICAL ENGINEERING,29,33,53,69,1,146,131,26,2,2,1,2
SB11201220003940,F,Not sure,Not sure,Other occupation,Other occupation,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,LABOURE,PUBLIC,TECHNICAL/ACADEMIC,51,62,57,55,48,EK201830063926,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,INDUSTRIAL ENGINEERING,76,25,48,80,0,132,123,16,1,1,1,2
SB11201220004052,M,Not sure,Complete Secundary,Other occupation,Operator,Stratum 1,Level 1,Four,,No,No,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INST TECNOL  DE SANTA ROSA,PUBLIC,TECHNICAL/ACADEMIC,64,58,55,60,64,EK201830108959,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,INDUSTRIAL ENGINEERING,60,8,43,75,86,132,150,57,3,3,3,2
SB11201220004180,F,Not sure,Not sure,Other occupation,Other occupation,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,LABOURE,PUBLIC,TECHNICAL/ACADEMIC,59,58,62,64,55,EK201830117355,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,MECHANICAL ENGINEERING,80,82,72,55,13,119,157,67,4,3,1,2
SB11201220004189,F,Not sure,Not sure,Other occupation,Other occupation,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,LABOURE,PUBLIC,TECHNICAL/ACADEMIC,59,57,47,47,49,EK201830063909,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,INDUSTRIAL ENGINEERING,69,7,22,22,57,116,132,28,2,2,2,2
SB11201220004207,M,Complete Secundary,Incomplete Professional Education,Independent professional,Home,Stratum 3,It is not classified by the SISBEN,Two,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL SANTA MARIA GORETTI,PRIVATE,ACADEMIC,62,52,53,65,58,EK201830065667,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,ELECTRIC ENGINEERING,96,83,85,37,93,154,177,89,5,4,2,2
SB11201220004298,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 1,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INST TECNOL  DE SANTA ROSA,PUBLIC,TECHNICAL/ACADEMIC,58,39,48,53,42,EK201830136655,UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.,CIVIL ENGINEERING,65,49,64,47,23,151,148,53,3,3,2,2
SB11201220004745,F,Incomplete Secundary,Incomplete Secundary,0,0,Stratum 4,Esta clasificada en otro Level del SISBEN,Four,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL  ADVENTISTA LIBERTAD                                                                            ,PRIVATE,TECHNICAL/ACADEMIC,56,48,48,53,43,EK201830028840,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,38,70,83,73,42,164,158,68,4,3,2,2
SB11201220004909,M,Not sure,Not sure,Other occupation,Other occupation,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL  COLOMBO VENEZOLANO,PRIVATE,ACADEMIC,45,41,40,42,52,EK201830036693,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,ELECTRONIC ENGINEERING,78,12,38,20,34,131,136,33,2,2,2,2
SB11201220004934,F,0,0,0,Home,Stratum 3,It is not classified by the SISBEN,Six,,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,less than 1 LMMW,0,I E LAS AMERICAS,PUBLIC,ACADEMIC,72,62,62,72,62,EK201830165868,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,93,96,82,75,62,153,179,90,5,4,1,2
SB11201220004969,M,Postgraduate education,0,0,Home,Stratum 4,Level 2,Five,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I E LAS AMERICAS,PUBLIC,ACADEMIC,76,64,62,61,45,EK201830165641,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,94,70,76,36,50,152,162,74,4,3,2,2
SB11201220005023,F,0,Complete primary ,0,0,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,0,COL  ADVENTISTA LIBERTAD                                                                            ,PRIVATE,TECHNICAL/ACADEMIC,68,60,62,61,80,EK201830170045,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,99,92,54,95,89,155,189,96,5,4,4,2
SB11201220005097,F,Postgraduate education,Complete Secundary,Retired,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COL SANTA ANA                                                                                       ,PRIVATE,ACADEMIC,57,48,53,58,65,EK201830038851,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,85,49,62,79,50,151,161,72,4,3,4,2
SB11201220005109,F,Incomplete Professional Education,Complete technique or technology,Independent,Executive,Stratum 4,It is not classified by the SISBEN,Seven,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL SANTA ANA                                                                                       ,PRIVATE,ACADEMIC,78,57,69,78,76,EK201830038824,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,90,79,61,92,11,170,166,78,4,4,2,2
SB11201220005303,M,0,0,0,Home,Stratum 3,It is not classified by the SISBEN,Five,,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I E ACAD SANTA MARIA GORETTI,PUBLIC,TECHNICAL/ACADEMIC,75,74,77,74,67,EK201830126656,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,97,18,30,84,45,201,155,64,4,3,2,2
SB11201220005372,F,Complete Secundary,Complete primary ,Operator,Home,Stratum 1,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I E ACAD SANTA MARIA GORETTI,PUBLIC,TECHNICAL/ACADEMIC,62,69,53,72,53,EK201830125504,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,95,50,76,55,54,157,162,74,4,3,1,2
SB11201220005413,M,Postgraduate education,Complete professional education,Executive,Independent professional,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL  FEDERICO OZANAM                                                                                ,PRIVATE,ACADEMIC,64,56,74,65,67,EK201830170122,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,99,94,88,91,100,190,202,99,5,4,4,2
SB11201220005416,F,Complete professional education,Complete professional education,Entrepreneur ,Independent professional,Stratum 6,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,No,INST  SANTA MARIA MICAELA,PRIVATE,TECHNICAL/ACADEMIC,52,81,62,45,67,EK201830111698,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,23,1,6,67,0,139,91,1,1,1,2,2
SB11201220005434,F,Incomplete primary ,Incomplete primary ,0,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,0,IE ESCUELA NORMAL SUPERIOR DE BUCARAMANGA,PUBLIC,TECHNICAL/ACADEMIC,67,64,68,66,67,EK201830125850,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,74,46,87,81,18,154,160,71,4,3,4,2
SB11201220005447,F,Not sure,Not sure,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,IE ESCUELA NORMAL SUPERIOR DE BUCARAMANGA,PUBLIC,TECHNICAL/ACADEMIC,57,54,42,60,45,EK201830038746,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,35,16,42,40,13,110,129,22,2,1,2,2
SB11201220005560,F,Incomplete Secundary,Complete professional education,Independent,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,IE ESCUELA NORMAL SUPERIOR DE BUCARAMANGA,PUBLIC,TECHNICAL/ACADEMIC,59,62,56,59,55,EK201830230058,UNIVERSIDAD MANUELA BELTRAN-UMB--BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,54,55,30,58,90,174,153,62,4,3,1,2
SB11201220005565,F,0,0,0,0,Stratum 3,It is not classified by the SISBEN,Once,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,IE ESCUELA NORMAL SUPERIOR DE BUCARAMANGA,PUBLIC,TECHNICAL/ACADEMIC,61,67,57,64,50,EK201830170251,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,95,62,82,53,94,186,175,87,5,4,2,2
SB11201220005603,F,Complete primary ,Incomplete primary ,0,0,Stratum 5,It is not classified by the SISBEN,Five,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,INST  CALDAS                                                                                        ,PRIVATE,ACADEMIC,75,64,62,65,78,EK201830125595,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,98,86,23,98,44,198,173,86,5,4,4,2
SB11201220005791,M,0,0,0,0,Stratum 3,It is not classified by the SISBEN,Seven,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,IE ESCUELA NORMAL SUPERIOR DE BUCARAMANGA,PUBLIC,TECHNICAL/ACADEMIC,62,52,56,65,53,EK201830193823,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,88,67,37,52,71,115,158,69,4,3,2,2
SB11201220005867,F,Complete Secundary,Complete technique or technology,Executive,Independent professional,Stratum 6,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,No,INST  CALDAS                                                                                        ,PRIVATE,ACADEMIC,74,74,72,70,65,EK201830138799,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,89,96,88,91,42,174,182,92,5,4,4,2
SB11201220005873,M,0,0,0,Home,Stratum 6,It is not classified by the SISBEN,Five,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,INST  CALDAS                                                                                        ,PRIVATE,ACADEMIC,79,58,62,67,55,EK201830102217,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-BUCARAMANGA,MECHATRONICS ENGINEERING,93,97,93,88,0,200,156,66,4,3,4,2
SB11201220005879,M,Complete professional education,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INST  CALDAS                                                                                        ,PRIVATE,ACADEMIC,79,67,64,60,76,EK201830126718,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,96,100,82,98,48,200,191,97,5,4,2,2
SB11201220005881,M,Complete professional education,Complete professional education,Technical or professional level employee,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INST  CALDAS                                                                                        ,PRIVATE,ACADEMIC,59,60,60,59,60,EK201830170086,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,52,62,8,74,42,164,143,45,3,2,4,2
SB11201220006081,M,Complete professional education,Complete technique or technology,Small entrepreneur ,Entrepreneur ,Stratum 2,Level 2,Five,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE TEC INEM CUSTODIO GARCIA ROVIRA,PUBLIC,TECHNICAL/ACADEMIC,52,45,52,58,46,EK201830036690,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,ELECTRONIC ENGINEERING,99,33,81,64,78,99,170,83,5,4,2,2
SB11201220006425,F,Complete technique or technology,Complete technique or technology,Independent,Home,Stratum 3,It is not classified by the SISBEN,Eight,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE TEC INEM CUSTODIO GARCIA ROVIRA,PUBLIC,TECHNICAL/ACADEMIC,57,58,66,58,43,EK201830077931,UNIVERSIDAD LIBRE-BARRANQUILLA,INDUSTRIAL ENGINEERING,87,37,19,39,50,139,143,45,3,2,3,2
SB11201220006429,M,0,0,0,0,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,IE TEC INEM CUSTODIO GARCIA ROVIRA,PUBLIC,TECHNICAL/ACADEMIC,59,52,53,62,53,EK201830126659,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,97,79,74,67,13,144,164,76,4,4,3,2
SB11201220006525,F,Complete Secundary,Complete professional education,Independent,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,I E TEC NACIONAL DE COMERCIO,PUBLIC,TECHNICAL/ACADEMIC,62,60,57,70,80,EK201830235402,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,58,33,57,92,59,175,158,69,4,3,2,2
SB11201220006591,M,Complete technique or technology,Complete Secundary,Other occupation,Independent,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I E TEC NACIONAL DE COMERCIO,PUBLIC,TECHNICAL/ACADEMIC,65,62,65,68,48,EK201830230618,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,22,15,21,23,23,129,122,14,1,1,3,2
SB11201220006596,F,Complete professional education,Complete professional education,Independent,Executive,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I E TEC NACIONAL DE COMERCIO,PUBLIC,TECHNICAL/ACADEMIC,73,64,64,72,52,EK201830133072,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,75,50,39,45,10,155,141,41,3,2,3,2
SB11201220006730,M,Complete Secundary,Incomplete Secundary,Other occupation,Home,Stratum 3,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I E ACAD AURELIO MARTINEZ MUTIS,PUBLIC,TECHNICAL/ACADEMIC,79,87,72,71,62,EK201830140131,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,98,91,95,81,48,169,184,93,5,4,2,2
SB11201220006810,F,0,Incomplete primary ,0,0,Stratum 2,Level 2,Five,,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,I E PROVENZA,PUBLIC,ACADEMIC,64,57,46,61,54,EK201830038833,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,93,83,64,67,69,152,171,83,5,4,2,2
SB11201220006902,M,0,0,0,0,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,0,COLEGIO GIMNASIO SUPERIOR,PRIVATE,TECHNICAL/ACADEMIC,69,62,66,67,55,EK201830173634,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,MECHANICAL ENGINEERING,100,48,75,78,84,154,177,89,5,4,2,2
SB11201220007084,M,0,0,0,0,Stratum 1,Level 1,Four,,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I E ACAD AURELIO MARTINEZ MUTIS,PUBLIC,TECHNICAL/ACADEMIC,65,49,51,65,43,EK201830151705,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,94,61,40,18,4,106,141,42,3,2,1,2
SB11201220007105,F,Complete Secundary,Incomplete Professional Education,Auxiliary or Administrative,Home,Stratum 1,It is not classified by the SISBEN,Five,,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I E PROVENZA,PUBLIC,ACADEMIC,69,70,66,67,70,EK201830127548,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,ELECTRIC ENGINEERING,95,89,39,88,42,141,170,83,5,4,2,2
SB11201220007110,M,0,0,0,0,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,I E PROVENZA,PUBLIC,ACADEMIC,58,57,57,66,70,EK201830125444,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,99,97,78,90,43,165,184,93,5,4,2,2
SB11201220007138,M,0,Incomplete primary ,0,0,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL  AMERICANO                                                                                      ,PRIVATE,ACADEMIC,55,41,46,46,49,EK201830077787,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA,INDUSTRIAL ENGINEERING,72,19,8,67,4,144,128,22,2,1,4,2
SB11201220007174,M,Complete professional education,Complete professional education,Executive,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO GIMNASIO SUPERIOR,PRIVATE,TECHNICAL/ACADEMIC,58,64,64,59,52,EK201830100824,UNIVERSIDAD SANTO TOMAS-BUCARAMANGA,INDUSTRIAL ENGINEERING,75,60,59,33,84,111,158,68,4,3,4,2
SB11201220007184,M,Complete professional education,Complete professional education,Retired,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Seven,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO GIMNASIO SUPERIOR,PRIVATE,TECHNICAL/ACADEMIC,84,70,72,79,80,EK201830126734,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,95,89,97,92,7,191,178,90,5,4,4,2
SB11201220007219,F,0,0,Entrepreneur ,0,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 5 and less than 7 LMMW,No,COLEGIO DE LA PRESENTACION,PRIVATE,ACADEMIC,66,66,74,61,67,EK201830038778,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,64,32,83,85,97,167,171,84,5,4,4,2
SB11201220007224,F,Complete professional education,Complete professional education,Executive,Executive,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COLEGIO DE LA PRESENTACION,PRIVATE,ACADEMIC,78,68,72,81,78,EK201830190356,UNIVERSIDAD DE LA SABANA-CHIA,CHEMICAL ENGINEERING,65,23,33,88,91,90,159,70,4,3,4,4
SB11201220007282,M,Complete technique or technology,Incomplete Secundary,Technical or professional level employee,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO FRANCISCANO DEL VIRREY SOLIS,PRIVATE,ACADEMIC,80,57,60,74,60,EK201830102199,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-BUCARAMANGA,MECHATRONICS ENGINEERING,68,78,88,87,84,142,178,89,5,4,2,2
SB11201220007304,M,Incomplete Professional Education,Complete professional education,Small entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO FRANCISCANO DEL VIRREY SOLIS,PRIVATE,ACADEMIC,74,64,53,58,63,EK201830170718,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA,INDUSTRIAL ENGINEERING,90,38,36,64,61,157,154,63,4,3,3,2
SB11201220007315,M,Not sure,Not sure,Executive,Independent professional,Stratum 4,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO FRANCISCANO DEL VIRREY SOLIS,PRIVATE,ACADEMIC,70,62,59,64,59,EK201830027107,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA,INDUSTRIAL ENGINEERING,82,82,5,62,91,138,158,68,4,3,4,2
SB11201220007338,F,Incomplete technical or technological,Incomplete Professional Education,Technical or professional level employee,Independent,Stratum 4,It is not classified by the SISBEN,Four,,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL  LA MERCED                                                                                      ,PRIVATE,ACADEMIC,64,69,65,75,67,EK201830038743,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,94,1,85,93,92,139,167,80,5,4,4,2
SB11201220007342,F,Postgraduate education,Complete professional education,Operator,Independent professional,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL  LA MERCED                                                                                      ,PRIVATE,ACADEMIC,72,74,68,70,59,EK201830139527,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,84,100,73,86,57,218,182,92,5,4,4,2
SB11201220007357,F,Complete technique or technology,Complete technique or technology,Technical or professional level employee,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL  LA MERCED                                                                                      ,PRIVATE,ACADEMIC,71,70,59,72,71,EK201830139349,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,49,91,100,85,21,165,176,88,5,4,3,2
SB11201220007361,F,Incomplete primary ,Incomplete primary ,Independent,Home,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL  LA MERCED                                                                                      ,PRIVATE,ACADEMIC,56,55,53,61,54,EK201830170143,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,46,67,69,44,39,154,150,57,3,3,2,2
SB11201220007379,F,Complete professional education,Complete Secundary,Independent,Independent,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL  LA MERCED                                                                                      ,PRIVATE,ACADEMIC,68,64,74,80,80,EK201830132596,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,95,83,86,89,58,199,181,91,5,4,2,2
SB11201220007387,M,Complete Secundary,Complete professional education,Executive,Executive,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COL AGUSTINIANO,PRIVATE,ACADEMIC,93,70,66,82,85,EK201830038172,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,ELECTRONIC ENGINEERING,99,85,98,89,82,153,194,97,5,4,4,4
SB11201220007410,F,0,0,0,Home,Stratum 2,Level 2,Four,,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,PUBLIC,TECHNICAL/ACADEMIC,62,52,59,66,54,EK201830130220,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,86,70,89,68,90,148,176,88,5,4,1,2
SB11201220007446,M,Postgraduate education,Complete Secundary,Executive,Other occupation,Stratum 4,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,COL  LA SALLE                                                                                       ,PRIVATE,ACADEMIC,80,62,72,79,62,EK201830170058,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,99,81,36,64,0,194,136,33,2,2,2,2
